txId,time_step,label,time_split,is_labeled
232070456,1,-1,train,False
232436036,1,-1,train,False
230674241,1,0,train,True
230330969,1,-1,train,False
232918438,1,-1,train,False
230335026,1,-1,train,False
232698839,1,-1,train,False
230918484,1,0,train,True
40297647,1,0,train,True
230459131,1,-1,train,False
230559672,1,-1,train,False
230447404,1,0,train,True
3877919,1,0,train,True
54492406,1,-1,train,False
4855592,1,-1,train,False
231995264,1,0,train,True
232468876,1,0,train,True
231994250,1,-1,train,False
232910950,1,-1,train,False
3907739,1,-1,train,False
230438749,1,-1,train,False
232687445,1,-1,train,False
189305695,1,0,train,True
2819887,1,-1,train,False
232956426,1,-1,train,False
230530380,1,-1,train,False
230474094,1,-1,train,False
230473989,1,-1,train,False
75604389,1,-1,train,False
75604980,1,-1,train,False
232440027,1,0,train,True
232448376,1,0,train,True
230471946,1,-1,train,False
231429973,1,-1,train,False
79642404,1,-1,train,False
71136742,1,-1,train,False
232897313,1,-1,train,False
231168875,1,-1,train,False
230537133,1,0,train,True
230537117,1,-1,train,False
232040268,1,-1,train,False
230467682,1,-1,train,False
2756358,1,-1,train,False
232432897,1,-1,train,False
66396856,1,-1,train,False
13805515,1,0,train,True
230470027,1,0,train,True
2893869,1,-1,train,False
232634676,1,-1,train,False
232364856,1,-1,train,False
232440939,1,-1,train,False
79642776,1,-1,train,False
42953128,1,-1,train,False
230424236,1,-1,train,False
230449513,1,0,train,True
230449518,1,0,train,True
230529171,1,-1,train,False
14580549,1,-1,train,False
86655785,1,-1,train,False
230577422,1,-1,train,False
232457903,1,0,train,True
11011839,1,0,train,True
230471924,1,-1,train,False
232894488,1,-1,train,False
230391412,1,0,train,True
2893846,1,-1,train,False
230334809,1,-1,train,False
230465219,1,0,train,True
230541525,1,-1,train,False
2880930,1,0,train,True
230452144,1,0,train,True
2706899,1,0,train,True
230681119,1,0,train,True
232472581,1,0,train,True
232345632,1,-1,train,False
230463877,1,-1,train,False
232916687,1,0,train,True
232431856,1,-1,train,False
230683178,1,-1,train,False
230349226,1,-1,train,False
233221331,1,-1,train,False
81167039,1,-1,train,False
230594121,1,-1,train,False
232440137,1,0,train,True
230639246,1,0,train,True
232399274,1,-1,train,False
232399270,1,-1,train,False
230659151,1,-1,train,False
230467618,1,-1,train,False
230467684,1,-1,train,False
230531179,1,-1,train,False
230437680,1,-1,train,False
19617883,1,-1,train,False
230411721,1,-1,train,False
35574259,1,-1,train,False
232957846,1,-1,train,False
232415197,1,0,train,True
232675389,1,-1,train,False
147419328,1,-1,train,False
233599193,1,-1,train,False
233599189,1,-1,train,False
230591601,1,-1,train,False
230555921,1,0,train,True
60519306,1,-1,train,False
230097992,1,-1,train,False
21763735,1,-1,train,False
231990423,1,-1,train,False
12971085,1,-1,train,False
230344670,1,-1,train,False
230521269,1,0,train,True
230521266,1,0,train,True
232431922,1,-1,train,False
3272536,1,-1,train,False
230724244,1,-1,train,False
232047899,1,0,train,True
230540205,1,-1,train,False
232608734,1,-1,train,False
230597986,1,0,train,True
3878899,1,0,train,True
230351534,1,-1,train,False
230586873,1,-1,train,False
230667453,1,-1,train,False
75597397,1,-1,train,False
90545645,1,-1,train,False
232064964,1,-1,train,False
206139323,1,-1,train,False
230437630,1,0,train,True
230649117,1,0,train,True
14550424,1,-1,train,False
232353291,1,0,train,True
183402062,1,-1,train,False
82950160,1,-1,train,False
232447742,1,-1,train,False
230401350,1,-1,train,False
230401687,1,-1,train,False
21018157,1,-1,train,False
230347366,1,-1,train,False
230658525,1,-1,train,False
232450626,1,-1,train,False
2864954,1,-1,train,False
33972940,1,-1,train,False
233227310,1,0,train,True
232673945,1,-1,train,False
232673949,1,-1,train,False
232354199,1,-1,train,False
232346251,1,-1,train,False
232959350,1,-1,train,False
75604058,1,-1,train,False
232068042,1,-1,train,False
232361296,1,0,train,True
232361286,1,0,train,True
75600754,1,-1,train,False
75597795,1,-1,train,False
231996124,1,0,train,True
230473483,1,0,train,True
230457910,1,-1,train,False
230523211,1,0,train,True
230523207,1,0,train,True
95906596,1,-1,train,False
230578500,1,-1,train,False
232035051,1,0,train,True
232036661,1,0,train,True
31730193,1,-1,train,False
230569374,1,-1,train,False
230335074,1,-1,train,False
230440142,1,-1,train,False
232431890,1,-1,train,False
7196549,1,-1,train,False
232418399,1,-1,train,False
230400857,1,-1,train,False
230400870,1,-1,train,False
232015620,1,-1,train,False
49558738,1,-1,train,False
233599185,1,-1,train,False
233599198,1,-1,train,False
232065266,1,-1,train,False
232073363,1,-1,train,False
232009878,1,-1,train,False
232009889,1,0,train,True
232342532,1,-1,train,False
3877856,1,-1,train,False
230437700,1,0,train,True
5662056,1,0,train,True
230522934,1,0,train,True
230445151,1,-1,train,False
232899771,1,-1,train,False
22013857,1,-1,train,False
232903082,1,-1,train,False
222399481,1,-1,train,False
232893753,1,-1,train,False
230456357,1,-1,train,False
232922109,1,-1,train,False
230645753,1,-1,train,False
76866419,1,-1,train,False
230418806,1,-1,train,False
230428367,1,-1,train,False
230439622,1,-1,train,False
93518448,1,-1,train,False
40623301,1,0,train,True
2920819,1,0,train,True
230472251,1,-1,train,False
230473461,1,0,train,True
232470505,1,-1,train,False
232470504,1,0,train,True
232957892,1,-1,train,False
3204359,1,-1,train,False
232054853,1,0,train,True
105586706,1,-1,train,False
233097530,1,-1,train,False
3717740,1,-1,train,False
230456360,1,-1,train,False
230444451,1,0,train,True
16555074,1,-1,train,False
232017363,1,-1,train,False
230451735,1,0,train,True
79111639,1,-1,train,False
232403460,1,-1,train,False
232904009,1,-1,train,False
233220194,1,-1,train,False
230528722,1,0,train,True
230528710,1,0,train,True
232342530,1,-1,train,False
199529191,1,-1,train,False
232017777,1,-1,train,False
232054860,1,-1,train,False
230530309,1,-1,train,False
75598059,1,-1,train,False
61820358,1,-1,train,False
3875116,1,0,train,True
230520120,1,0,train,True
230531174,1,0,train,True
230531529,1,-1,train,False
232446225,1,0,train,True
182442258,1,0,train,True
230440527,1,-1,train,False
230456382,1,-1,train,False
232404259,1,-1,train,False
230658164,1,-1,train,False
75600755,1,-1,train,False
230425547,1,-1,train,False
232000581,1,-1,train,False
230716290,1,-1,train,False
73325019,1,-1,train,False
230681123,1,0,train,True
232654975,1,-1,train,False
192392088,1,-1,train,False
232037400,1,0,train,True
232037399,1,0,train,True
230517591,1,-1,train,False
3385562,1,0,train,True
230464746,1,-1,train,False
230464556,1,-1,train,False
2713814,1,-1,train,False
185535373,1,-1,train,False
19146132,1,-1,train,False
232354183,1,0,train,True
14942862,1,0,train,True
195237909,1,0,train,True
230421654,1,0,train,True
183321578,1,-1,train,False
232392931,1,0,train,True
3876606,1,0,train,True
232460526,1,0,train,True
230458741,1,-1,train,False
230458655,1,-1,train,False
230692824,1,-1,train,False
230551388,1,-1,train,False
34162816,1,-1,train,False
230539732,1,0,train,True
232431910,1,0,train,True
76866739,1,-1,train,False
87889632,1,-1,train,False
230444448,1,0,train,True
4996915,1,-1,train,False
230464771,1,0,train,True
20510018,1,-1,train,False
230334719,1,-1,train,False
232000584,1,-1,train,False
203812102,1,-1,train,False
232431931,1,0,train,True
230673815,1,-1,train,False
232383231,1,-1,train,False
232034284,1,0,train,True
198358107,1,0,train,True
198363083,1,-1,train,False
198426420,1,-1,train,False
2923374,1,-1,train,False
53204358,1,-1,train,False
230586868,1,-1,train,False
2754445,1,-1,train,False
7460711,1,-1,train,False
230470030,1,-1,train,False
230390238,1,-1,train,False
230456623,1,0,train,True
232903064,1,-1,train,False
113492022,1,-1,train,False
232903069,1,-1,train,False
99506340,1,-1,train,False
2713749,1,-1,train,False
56588535,1,-1,train,False
232012309,1,-1,train,False
230411297,1,-1,train,False
230470029,1,0,train,True
230438482,1,0,train,True
230438479,1,0,train,True
232412807,1,-1,train,False
80044762,1,-1,train,False
5197391,1,0,train,True
106306280,1,-1,train,False
230411659,1,-1,train,False
76864781,1,-1,train,False
37001822,1,-1,train,False
86977694,1,-1,train,False
230540192,1,-1,train,False
230516994,1,-1,train,False
54735213,1,-1,train,False
219837311,1,-1,train,False
234017978,1,-1,train,False
230530258,1,-1,train,False
3416106,1,-1,train,False
74325541,1,-1,train,False
232010758,1,-1,train,False
4988292,1,-1,train,False
230411274,1,0,train,True
232670457,1,-1,train,False
232673585,1,-1,train,False
230537141,1,0,train,True
230530176,1,-1,train,False
232067342,1,-1,train,False
230345439,1,0,train,True
29115493,1,-1,train,False
14713336,1,0,train,True
230336239,1,-1,train,False
232019233,1,-1,train,False
230530819,1,-1,train,False
230455738,1,-1,train,False
232639903,1,-1,train,False
232921306,1,-1,train,False
76867053,1,-1,train,False
230544483,1,-1,train,False
87823727,1,-1,train,False
230452736,1,-1,train,False
45936391,1,-1,train,False
232000938,1,-1,train,False
232000936,1,-1,train,False
232895310,1,-1,train,False
230331387,1,0,train,True
231993291,1,0,train,True
230472718,1,-1,train,False
27533958,1,-1,train,False
230522939,1,-1,train,False
166888820,1,-1,train,False
230548582,1,-1,train,False
230548586,1,-1,train,False
3908453,1,-1,train,False
230409254,1,-1,train,False
76865205,1,-1,train,False
75604333,1,-1,train,False
2912780,1,0,train,True
230437116,1,-1,train,False
230543170,1,-1,train,False
230530317,1,-1,train,False
230923479,1,-1,train,False
232897813,1,-1,train,False
232431861,1,-1,train,False
232018604,1,-1,train,False
75604019,1,-1,train,False
232067357,1,-1,train,False
3891191,1,0,train,True
3851887,1,0,train,True
232347599,1,-1,train,False
232069314,1,-1,train,False
232038134,1,-1,train,False
232061952,1,-1,train,False
230548931,1,-1,train,False
230548930,1,-1,train,False
232949441,1,-1,train,False
232349072,1,0,train,True
20299716,1,0,train,True
230543312,1,-1,train,False
87823631,1,-1,train,False
84064852,1,-1,train,False
232022782,1,-1,train,False
1050220,1,-1,train,False
230686565,1,0,train,True
86353799,1,0,train,True
232472561,1,0,train,True
232673957,1,-1,train,False
232673961,1,-1,train,False
3114489,1,0,train,True
107227719,1,0,train,True
232002739,1,0,train,True
230439786,1,-1,train,False
232907894,1,0,train,True
230530242,1,-1,train,False
36340051,1,-1,train,False
232037090,1,0,train,True
230444459,1,0,train,True
232377087,1,-1,train,False
13285375,1,0,train,True
230901179,1,-1,train,False
230528715,1,-1,train,False
230457906,1,-1,train,False
230649780,1,-1,train,False
75600731,1,-1,train,False
75597414,1,-1,train,False
230457093,1,0,train,True
230457090,1,0,train,True
233842379,1,0,train,True
232457179,1,0,train,True
232457182,1,-1,train,False
232448785,1,0,train,True
232448783,1,0,train,True
35558560,1,-1,train,False
230531926,1,-1,train,False
156330450,1,0,train,True
202251566,1,-1,train,False
232440028,1,0,train,True
3877118,1,0,train,True
230397187,1,-1,train,False
231994209,1,-1,train,False
231994210,1,-1,train,False
230659440,1,-1,train,False
51140228,1,0,train,True
232643045,1,-1,train,False
232349125,1,-1,train,False
73119118,1,-1,train,False
232031824,1,0,train,True
34381791,1,-1,train,False
232473204,1,0,train,True
232068053,1,-1,train,False
230445153,1,-1,train,False
232374910,1,-1,train,False
75605340,1,-1,train,False
75604075,1,-1,train,False
230540580,1,-1,train,False
230540579,1,-1,train,False
232039890,1,0,train,True
232039888,1,0,train,True
232441173,1,-1,train,False
232023544,1,-1,train,False
232023929,1,-1,train,False
34923889,1,-1,train,False
230411328,1,0,train,True
88003736,1,-1,train,False
89609627,1,-1,train,False
2718195,1,0,train,True
2865010,1,0,train,True
230456327,1,-1,train,False
230456324,1,-1,train,False
230517601,1,-1,train,False
232025998,1,-1,train,False
230519593,1,-1,train,False
230519589,1,-1,train,False
4049602,1,-1,train,False
226889376,1,0,train,True
232026318,1,-1,train,False
27279853,1,0,train,True
27527984,1,0,train,True
230354384,1,0,train,True
230473578,1,0,train,True
232465856,1,0,train,True
232073368,1,-1,train,False
230530293,1,-1,train,False
234452271,1,-1,train,False
74478273,1,-1,train,False
131659143,1,0,train,True
230473482,1,-1,train,False
230658282,1,-1,train,False
230442140,1,-1,train,False
232919400,1,-1,train,False
230456385,1,0,train,True
230456384,1,0,train,True
230530229,1,-1,train,False
75600717,1,-1,train,False
75605330,1,-1,train,False
230530200,1,-1,train,False
182449541,1,-1,train,False
230419201,1,-1,train,False
82945549,1,-1,train,False
230442139,1,-1,train,False
232921766,1,-1,train,False
230418124,1,-1,train,False
90935592,1,-1,train,False
3912534,1,0,train,True
230527759,1,0,train,True
232919605,1,-1,train,False
230531170,1,-1,train,False
230334753,1,-1,train,False
52191313,1,-1,train,False
102404547,1,-1,train,False
232654499,1,-1,train,False
87823757,1,-1,train,False
230547979,1,-1,train,False
75597405,1,-1,train,False
230426815,1,-1,train,False
232010338,1,-1,train,False
230417568,1,-1,train,False
230392232,1,-1,train,False
230392230,1,-1,train,False
195215469,1,0,train,True
230540196,1,0,train,True
34031118,1,-1,train,False
225944002,1,-1,train,False
87739542,1,-1,train,False
230330544,1,-1,train,False
230338271,1,0,train,True
37231292,1,-1,train,False
2929196,1,-1,train,False
3881827,1,0,train,True
230658150,1,-1,train,False
232072340,1,0,train,True
48236824,1,-1,train,False
230458577,1,-1,train,False
232432886,1,-1,train,False
232040265,1,-1,train,False
230330962,1,-1,train,False
73191409,1,0,train,True
11998335,1,-1,train,False
230599182,1,-1,train,False
230402449,1,-1,train,False
232431935,1,0,train,True
232392947,1,-1,train,False
2778105,1,-1,train,False
232440097,1,0,train,True
230653282,1,-1,train,False
230653288,1,-1,train,False
230518261,1,-1,train,False
230518258,1,-1,train,False
230557022,1,0,train,True
232448425,1,-1,train,False
87823679,1,-1,train,False
230549076,1,-1,train,False
79871665,1,-1,train,False
230687058,1,-1,train,False
175872615,1,-1,train,False
230457868,1,-1,train,False
232472215,1,0,train,True
232472220,1,0,train,True
232907868,1,0,train,True
230530333,1,-1,train,False
230530233,1,-1,train,False
232431924,1,-1,train,False
63186078,1,-1,train,False
75604036,1,-1,train,False
232066385,1,-1,train,False
230516005,1,-1,train,False
230516004,1,0,train,True
231179652,1,0,train,True
232465409,1,0,train,True
80045322,1,-1,train,False
230548958,1,-1,train,False
3898382,1,0,train,True
232431869,1,-1,train,False
232673468,1,-1,train,False
33453302,1,0,train,True
3876980,1,0,train,True
3876998,1,0,train,True
11343564,1,0,train,True
230651834,1,-1,train,False
230659121,1,-1,train,False
230412060,1,0,train,True
232795825,1,0,train,True
232345693,1,-1,train,False
232035061,1,-1,train,False
230423949,1,-1,train,False
230423848,1,-1,train,False
231998448,1,0,train,True
231998131,1,0,train,True
231565690,1,-1,train,False
2791962,1,-1,train,False
232033534,1,-1,train,False
232432891,1,-1,train,False
230472247,1,-1,train,False
230643071,1,-1,train,False
232633987,1,-1,train,False
31663613,1,0,train,True
231253425,1,0,train,True
230455960,1,-1,train,False
27323573,1,-1,train,False
209416370,1,-1,train,False
230455963,1,-1,train,False
212706911,1,-1,train,False
230548574,1,-1,train,False
213736040,1,0,train,True
198356667,1,-1,train,False
38793679,1,-1,train,False
75604916,1,0,train,True
230621237,1,0,train,True
3408161,1,0,train,True
3882798,1,0,train,True
230530345,1,-1,train,False
230455764,1,-1,train,False
7105998,1,-1,train,False
234431587,1,-1,train,False
53549918,1,-1,train,False
230439805,1,-1,train,False
232401224,1,0,train,True
10216529,1,-1,train,False
230445159,1,-1,train,False
75598324,1,-1,train,False
230602337,1,-1,train,False
125738786,1,-1,train,False
230354705,1,0,train,True
37232627,1,-1,train,False
230459145,1,-1,train,False
232549860,1,-1,train,False
208537161,1,-1,train,False
88906998,1,-1,train,False
75607469,1,-1,train,False
230530254,1,-1,train,False
195237911,1,0,train,True
86261919,1,0,train,True
2716232,1,-1,train,False
87823772,1,-1,train,False
232904582,1,0,train,True
232440109,1,0,train,True
75604043,1,-1,train,False
11665997,1,-1,train,False
230650904,1,0,train,True
231993295,1,-1,train,False
231995257,1,0,train,True
219844395,1,-1,train,False
232455961,1,-1,train,False
230428647,1,-1,train,False
34255082,1,-1,train,False
232035280,1,0,train,True
3857826,1,0,train,True
231180498,1,-1,train,False
230445150,1,-1,train,False
230440526,1,-1,train,False
12456270,1,-1,train,False
230525364,1,-1,train,False
230659120,1,-1,train,False
5608369,1,-1,train,False
232448379,1,0,train,True
230523203,1,0,train,True
88055509,1,0,train,True
37234025,1,0,train,True
60428736,1,-1,train,False
232007259,1,-1,train,False
231990479,1,-1,train,False
232427169,1,0,train,True
232433797,1,0,train,True
232009318,1,-1,train,False
8390228,1,0,train,True
230516459,1,0,train,True
231996113,1,0,train,True
230588248,1,-1,train,False
232656726,1,-1,train,False
230465376,1,0,train,True
13995945,1,0,train,True
196536221,1,-1,train,False
5035357,1,-1,train,False
230530321,1,-1,train,False
232445704,1,-1,train,False
230650044,1,-1,train,False
230650191,1,-1,train,False
33809076,1,-1,train,False
230437676,1,-1,train,False
17152398,1,-1,train,False
230442067,1,0,train,True
231992557,1,-1,train,False
232019118,1,-1,train,False
230557021,1,-1,train,False
231994213,1,-1,train,False
214640850,1,-1,train,False
232431900,1,-1,train,False
16027454,1,-1,train,False
49186045,1,-1,train,False
232432884,1,-1,train,False
60579970,1,-1,train,False
67204095,1,-1,train,False
20664692,1,-1,train,False
231267445,1,-1,train,False
62111535,1,-1,train,False
232356999,1,-1,train,False
232898395,1,0,train,True
230683551,1,0,train,True
230347375,1,-1,train,False
230658291,1,-1,train,False
232897182,1,-1,train,False
230592895,1,-1,train,False
232342233,1,-1,train,False
232346075,1,-1,train,False
13258060,1,-1,train,False
230530058,1,0,train,True
230530049,1,0,train,True
75604010,1,-1,train,False
20306273,1,-1,train,False
230659430,1,-1,train,False
230659445,1,-1,train,False
230523246,1,0,train,True
232431929,1,0,train,True
230578938,1,0,train,True
230645825,1,-1,train,False
230649124,1,0,train,True
230434020,1,0,train,True
232034946,1,0,train,True
230438483,1,0,train,True
230349222,1,-1,train,False
232696994,1,-1,train,False
230602580,1,0,train,True
232359151,1,0,train,True
39915271,1,-1,train,False
230465378,1,0,train,True
230465367,1,0,train,True
232348838,1,-1,train,False
36412430,1,-1,train,False
87823739,1,-1,train,False
230425996,1,-1,train,False
230425992,1,-1,train,False
234075335,1,0,train,True
75604061,1,-1,train,False
232068046,1,-1,train,False
230524593,1,-1,train,False
230524524,1,-1,train,False
28177105,1,-1,train,False
22128620,1,-1,train,False
230420824,1,-1,train,False
75197702,1,-1,train,False
3874964,1,0,train,True
3912536,1,0,train,True
230877155,1,0,train,True
232009687,1,-1,train,False
230411347,1,-1,train,False
232433655,1,-1,train,False
2760789,1,-1,train,False
232470480,1,-1,train,False
230519603,1,-1,train,False
73738963,1,-1,train,False
230400468,1,-1,train,False
230400467,1,-1,train,False
230652186,1,-1,train,False
232923173,1,-1,train,False
232923556,1,-1,train,False
231992573,1,-1,train,False
232632920,1,-1,train,False
232629023,1,1,train,True
231573972,1,0,train,True
233999928,1,-1,train,False
230559686,1,-1,train,False
230595373,1,0,train,True
63006056,1,0,train,True
233599183,1,-1,train,False
232423723,1,-1,train,False
18981892,1,-1,train,False
230537131,1,-1,train,False
231492487,1,-1,train,False
232903605,1,0,train,True
230552340,1,0,train,True
232008165,1,0,train,True
230438538,1,0,train,True
76866745,1,-1,train,False
230531543,1,-1,train,False
230451706,1,-1,train,False
63437050,1,-1,train,False
230408898,1,-1,train,False
30469907,1,-1,train,False
230455943,1,-1,train,False
32477885,1,-1,train,False
230540700,1,-1,train,False
195231797,1,-1,train,False
230468041,1,0,train,True
230397485,1,-1,train,False
21696454,1,0,train,True
75597421,1,0,train,True
230414067,1,-1,train,False
232339516,1,-1,train,False
230555001,1,0,train,True
230452758,1,-1,train,False
76627599,1,-1,train,False
232443614,1,0,train,True
232448385,1,0,train,True
5294829,1,-1,train,False
65784644,1,-1,train,False
230530349,1,-1,train,False
75604072,1,-1,train,False
230414055,1,0,train,True
232009696,1,-1,train,False
232009699,1,0,train,True
37232631,1,-1,train,False
232031833,1,-1,train,False
232655975,1,-1,train,False
60492027,1,0,train,True
230530338,1,-1,train,False
230404561,1,-1,train,False
230454327,1,-1,train,False
230454323,1,-1,train,False
230531169,1,-1,train,False
1874227,1,-1,train,False
232000582,1,-1,train,False
230339661,1,-1,train,False
10506205,1,-1,train,False
10288849,1,-1,train,False
232403821,1,-1,train,False
82124528,1,-1,train,False
232432894,1,-1,train,False
205317238,1,-1,train,False
230542752,1,-1,train,False
23312717,1,-1,train,False
230653312,1,-1,train,False
230586278,1,-1,train,False
232377110,1,-1,train,False
230550396,1,0,train,True
18907280,1,-1,train,False
230612860,1,0,train,True
28261907,1,-1,train,False
230465374,1,0,train,True
10872471,1,-1,train,False
230649123,1,-1,train,False
232022462,1,-1,train,False
232468551,1,-1,train,False
230404574,1,0,train,True
230404572,1,0,train,True
76864767,1,-1,train,False
232380264,1,-1,train,False
232380263,1,-1,train,False
230599952,1,-1,train,False
230539729,1,0,train,True
232953069,1,-1,train,False
102053374,1,-1,train,False
232949055,1,-1,train,False
232431888,1,-1,train,False
219844310,1,-1,train,False
230456381,1,-1,train,False
23316173,1,-1,train,False
232417457,1,-1,train,False
58836743,1,-1,train,False
36566888,1,-1,train,False
232059609,1,-1,train,False
230418055,1,-1,train,False
231223914,1,0,train,True
230557027,1,0,train,True
230339760,1,0,train,True
232014505,1,0,train,True
230602315,1,-1,train,False
230582497,1,-1,train,False
230455592,1,-1,train,False
3272544,1,-1,train,False
3273965,1,-1,train,False
232419651,1,-1,train,False
230556839,1,0,train,True
5530440,1,-1,train,False
10489593,1,-1,train,False
230330054,1,-1,train,False
231995696,1,-1,train,False
230095966,1,-1,train,False
3329673,1,-1,train,False
3420566,1,0,train,True
3877087,1,0,train,True
232431388,1,0,train,True
2864084,1,-1,train,False
34596005,1,-1,train,False
19559657,1,-1,train,False
230650915,1,0,train,True
230468042,1,0,train,True
232648116,1,-1,train,False
54492383,1,0,train,True
230543317,1,-1,train,False
230547939,1,-1,train,False
230530211,1,-1,train,False
232034293,1,-1,train,False
232034651,1,0,train,True
5530920,1,-1,train,False
27447795,1,-1,train,False
14407957,1,-1,train,False
231136221,1,-1,train,False
230465227,1,0,train,True
232440023,1,0,train,True
75603998,1,-1,train,False
232065277,1,-1,train,False
69591744,1,-1,train,False
230438845,1,0,train,True
232673917,1,-1,train,False
232673920,1,-1,train,False
230560120,1,-1,train,False
230440145,1,-1,train,False
36674352,1,-1,train,False
230427132,1,-1,train,False
232443237,1,-1,train,False
99600686,1,0,train,True
3420754,1,0,train,True
230549474,1,-1,train,False
82974256,1,-1,train,False
232062518,1,0,train,True
232448383,1,0,train,True
230683184,1,-1,train,False
233953189,1,-1,train,False
230528720,1,0,train,True
230413259,1,-1,train,False
230413257,1,-1,train,False
234024792,1,0,train,True
232383230,1,0,train,True
82927541,1,-1,train,False
27420011,1,-1,train,False
20033752,1,-1,train,False
230520011,1,-1,train,False
232470556,1,-1,train,False
233199126,1,-1,train,False
230405627,1,-1,train,False
33499224,1,-1,train,False
232100126,1,-1,train,False
10648957,1,-1,train,False
230611059,1,-1,train,False
230429446,1,-1,train,False
232380250,1,-1,train,False
232948277,1,-1,train,False
230570332,1,-1,train,False
230526938,1,0,train,True
230687755,1,-1,train,False
2717498,1,0,train,True
232470408,1,-1,train,False
34492719,1,-1,train,False
10501342,1,-1,train,False
7404691,1,-1,train,False
230406515,1,0,train,True
230440525,1,-1,train,False
76865995,1,-1,train,False
232906649,1,0,train,True
232040281,1,-1,train,False
230451699,1,-1,train,False
232342095,1,-1,train,False
2928489,1,-1,train,False
232070462,1,-1,train,False
79658821,1,-1,train,False
230456354,1,-1,train,False
232900729,1,0,train,True
232395869,1,-1,train,False
